code,year,wpei,S,MAC
PRY,1983,0.179,-0.821,29.511
PRY,1984,0.179,-0.821,29.442
PRY,1985,0.179,-0.821,29.387
PRY,1986,0.179,-0.821,29.394
PRY,1987,0.179,-0.821,29.32
PRY,1988,0.183,-0.817,29.207
PRY,1989,0.197,-0.8029999999999999,29.123
PRY,1990,0.501,-0.499,28.952
PRY,1991,0.501,-0.499,28.793
PRY,1992,0.534,-0.46599999999999997,28.759
PRY,1993,0.553,-0.44699999999999995,28.647
PRY,1994,0.553,-0.44699999999999995,28.604
PRY,1995,0.553,-0.44699999999999995,28.606
PRY,1996,0.553,-0.44699999999999995,28.597
PRY,1997,0.553,-0.44699999999999995,28.58
PRY,1998,0.553,-0.44699999999999995,28.576
PRY,1999,0.553,-0.44699999999999995,28.542
PRY,2000,0.622,-0.378,28.47
PRY,2001,0.612,-0.388,28.45
PRY,2002,0.612,-0.388,28.384
PRY,2003,0.651,-0.349,28.303
PRY,2004,0.659,-0.34099999999999997,28.266
PRY,2005,0.659,-0.34099999999999997,28.179
PRY,2006,0.659,-0.34099999999999997,28.106
PRY,2007,0.659,-0.34099999999999997,28.027
PRY,2008,0.691,-0.30900000000000005,27.957
PRY,2009,0.698,-0.30200000000000005,27.878
PRY,2010,0.698,-0.30200000000000005,27.817
PRY,2011,0.698,-0.30200000000000005,27.759
PRY,2012,0.686,-0.31399999999999995,27.711
PRY,2013,0.683,-0.31699999999999995,27.7
PRY,2014,0.697,-0.30300000000000005,27.704
PRY,2015,0.689,-0.31100000000000005,27.712
PRY,2016,0.673,-0.32699999999999996,27.7
PRY,2017,0.671,-0.32899999999999996,27.694
PRY,2018,0.684,-0.31599999999999995,27.684
PRY,2019,0.692,-0.30800000000000005,27.677
PRY,2020,0.656,-0.344,27.673
PRY,2021,0.69,-0.31000000000000005,27.67
PRY,2022,0.698,-0.30200000000000005,27.668
PRY,2023,0.709,-0.29100000000000004,27.668
PER,1950,0.349,-0.651,29.523
PER,1951,0.349,-0.651,29.528
PER,1952,0.349,-0.651,29.533
PER,1953,0.349,-0.651,29.538
PER,1954,0.349,-0.651,29.544
PER,1955,0.349,-0.651,29.55
PER,1956,0.398,-0.602,29.557
PER,1957,0.47,-0.53,29.564
PER,1958,0.47,-0.53,29.571
PER,1959,0.47,-0.53,29.573
PER,1960,0.47,-0.53,29.592
PER,1961,0.47,-0.53,29.616
PER,1962,0.401,-0.599,29.67
PER,1963,0.408,-0.5920000000000001,29.724
PER,1964,0.462,-0.538,29.737
PER,1965,0.462,-0.538,29.769
PER,1966,0.462,-0.538,29.802
PER,1967,0.462,-0.538,29.784
PER,1968,0.412,-0.5880000000000001,29.821
PER,1969,0.347,-0.653,29.857
PER,1970,0.355,-0.645,29.864
PER,1971,0.355,-0.645,29.858
PER,1972,0.355,-0.645,29.849
PER,1973,0.355,-0.645,29.807
PER,1974,0.355,-0.645,29.798
PER,1975,0.355,-0.645,29.799
PER,1976,0.362,-0.638,29.758
PER,1977,0.362,-0.638,29.716
PER,1978,0.362,-0.638,29.653
PER,1979,0.362,-0.638,29.59
PER,1980,0.457,-0.5429999999999999,29.573
PER,1981,0.574,-0.42600000000000005,29.516
PER,1982,0.574,-0.42600000000000005,29.415
PER,1983,0.574,-0.42600000000000005,29.275
PER,1984,0.574,-0.42600000000000005,29.191
PER,1985,0.563,-0.43700000000000006,29.085
PER,1986,0.583,-0.41700000000000004,29.007
PER,1987,0.583,-0.41700000000000004,28.924
PER,1988,0.583,-0.41700000000000004,28.79
PER,1989,0.583,-0.41700000000000004,28.708
PER,1990,0.62,-0.38,28.652
PER,1991,0.641,-0.359,28.599
PER,1992,0.608,-0.392,28.528
PER,1993,0.599,-0.401,28.482
PER,1994,0.599,-0.401,28.419
PER,1995,0.628,-0.372,28.379
PER,1996,0.628,-0.372,28.343
PER,1997,0.628,-0.372,28.309
PER,1998,0.628,-0.372,28.278
PER,1999,0.628,-0.372,28.257
PER,2000,0.653,-0.347,28.214
PER,2001,0.756,-0.244,28.232
PER,2002,0.756,-0.244,28.264
PER,2003,0.756,-0.244,28.249
PER,2004,0.756,-0.244,28.248
PER,2005,0.759,-0.241,28.253
PER,2006,0.784,-0.21599999999999997,28.222
PER,2007,0.783,-0.21699999999999997,28.2
PER,2008,0.783,-0.21699999999999997,28.164
PER,2009,0.78,-0.21999999999999997,28.194
PER,2010,0.781,-0.21899999999999997,28.222
PER,2011,0.771,-0.22899999999999998,28.246
PER,2012,0.775,-0.22499999999999998,28.274
PER,2013,0.771,-0.22899999999999998,28.319
PER,2014,0.777,-0.22299999999999998,28.375
PER,2015,0.77,-0.22999999999999998,28.431
PER,2016,0.784,-0.21599999999999997,28.471
PER,2017,0.793,-0.20699999999999996,28.572
PER,2018,0.827,-0.17300000000000004,28.621
PER,2019,0.835,-0.16500000000000004,28.679
PER,2020,0.799,-0.20099999999999996,28.737
PER,2021,0.809,-0.19099999999999995,28.763
PER,2022,0.809,-0.19099999999999995,28.76
PER,2023,0.809,-0.19099999999999995,28.762
PHL,1950,0.552,-0.44799999999999995,30.174
PHL,1951,0.552,-0.44799999999999995,30.174
PHL,1952,0.552,-0.44799999999999995,30.174
PHL,1953,0.558,-0.44199999999999995,30.174
PHL,1954,0.558,-0.44199999999999995,30.174
PHL,1955,0.573,-0.42700000000000005,30.174
PHL,1956,0.573,-0.42700000000000005,30.174
PHL,1957,0.567,-0.43300000000000005,30.174
PHL,1958,0.567,-0.43300000000000005,30.174
PHL,1959,0.567,-0.43300000000000005,30.174
PHL,1960,0.582,-0.41800000000000004,30.174
PHL,1961,0.587,-0.41300000000000003,30.174
PHL,1962,0.588,-0.41200000000000003,30.174
PHL,1963,0.588,-0.41200000000000003,30.174
PHL,1964,0.588,-0.41200000000000003,30.174
PHL,1965,0.596,-0.404,30.174
PHL,1966,0.596,-0.404,30.174
PHL,1967,0.596,-0.404,30.158
PHL,1968,0.596,-0.404,30.219
PHL,1969,0.586,-0.41400000000000003,30.203
PHL,1970,0.599,-0.401,30.159
PHL,1971,0.557,-0.44299999999999995,30.113
PHL,1972,0.489,-0.511,30.042
PHL,1973,0.485,-0.515,30.028
PHL,1974,0.485,-0.515,29.997
PHL,1975,0.485,-0.515,29.983
PHL,1976,0.485,-0.515,29.98
PHL,1977,0.485,-0.515,29.923
PHL,1978,0.486,-0.514,29.848
PHL,1979,0.521,-0.479,29.758
PHL,1980,0.521,-0.479,29.686
PHL,1981,0.521,-0.479,29.606
PHL,1982,0.521,-0.479,29.565
PHL,1983,0.521,-0.479,29.536
PHL,1984,0.522,-0.478,29.456
PHL,1985,0.522,-0.478,29.38
PHL,1986,0.681,-0.31899999999999995,29.325
PHL,1987,0.758,-0.242,29.319
PHL,1988,0.798,-0.20199999999999996,29.341
PHL,1989,0.798,-0.20199999999999996,29.345
PHL,1990,0.799,-0.20099999999999996,29.394
PHL,1991,0.799,-0.20099999999999996,29.367
PHL,1992,0.808,-0.19199999999999995,29.358
PHL,1993,0.808,-0.19199999999999995,29.356
PHL,1994,0.808,-0.19199999999999995,29.354
PHL,1995,0.802,-0.19799999999999995,29.318
PHL,1996,0.802,-0.19799999999999995,29.298
PHL,1997,0.802,-0.19799999999999995,29.281
PHL,1998,0.814,-0.18600000000000005,29.22
PHL,1999,0.81,-0.18999999999999995,29.209
PHL,2000,0.804,-0.19599999999999995,29.21
PHL,2001,0.82,-0.18000000000000005,29.098
PHL,2002,0.82,-0.18000000000000005,29.121
PHL,2003,0.82,-0.18000000000000005,29.099
PHL,2004,0.818,-0.18200000000000005,29.036
PHL,2005,0.818,-0.18200000000000005,28.965
PHL,2006,0.817,-0.18300000000000005,28.847
PHL,2007,0.828,-0.17200000000000004,28.728
PHL,2008,0.828,-0.17200000000000004,28.657
PHL,2009,0.829,-0.17100000000000004,28.557
PHL,2010,0.848,-0.15200000000000002,28.49
PHL,2011,0.849,-0.15100000000000002,28.547
PHL,2012,0.849,-0.15100000000000002,28.58
PHL,2013,0.837,-0.16300000000000003,28.533
PHL,2014,0.837,-0.16300000000000003,28.526
PHL,2015,0.844,-0.15600000000000003,28.581
PHL,2016,0.844,-0.15600000000000003,28.641
PHL,2017,0.807,-0.19299999999999995,28.696
PHL,2018,0.807,-0.19299999999999995,28.769
PHL,2019,0.792,-0.20799999999999996,28.903
PHL,2020,0.795,-0.20499999999999996,28.979
PHL,2021,0.788,-0.21199999999999997,29.001
PHL,2022,0.806,-0.19399999999999995,28.987
PHL,2023,0.805,-0.19499999999999995,28.975
POL,1950,0.498,-0.502,28.911
POL,1951,0.501,-0.499,28.888
POL,1952,0.594,-0.406,28.817
POL,1953,0.594,-0.406,28.701
POL,1954,0.594,-0.406,28.571
POL,1955,0.594,-0.406,28.465
POL,1956,0.595,-0.405,28.303
POL,1957,0.577,-0.42300000000000004,28.06
POL,1958,0.577,-0.42300000000000004,27.86
POL,1959,0.577,-0.42300000000000004,27.733
POL,1960,0.583,-0.41700000000000004,27.751
POL,1961,0.632,-0.368,27.481
POL,1962,0.632,-0.368,27.386
POL,1963,0.632,-0.368,27.383
POL,1964,0.632,-0.368,27.38
POL,1965,0.629,-0.371,27.513
POL,1966,0.628,-0.372,27.446
POL,1967,0.628,-0.372,27.382
POL,1968,0.628,-0.372,27.372
POL,1969,0.633,-0.367,27.146
POL,1970,0.633,-0.367,27.21
POL,1971,0.633,-0.367,27.016
POL,1972,0.643,-0.357,26.991
POL,1973,0.643,-0.357,26.951
POL,1974,0.645,-0.355,26.871
POL,1975,0.645,-0.355,26.808
POL,1976,0.662,-0.33799999999999997,26.715
POL,1977,0.662,-0.33799999999999997,26.619
POL,1978,0.662,-0.33799999999999997,26.537
POL,1979,0.662,-0.33799999999999997,26.507
POL,1980,0.71,-0.29000000000000004,26.461
POL,1981,0.655,-0.345,26.45
POL,1982,0.574,-0.42600000000000005,26.487
POL,1983,0.59,-0.41000000000000003,26.475
POL,1984,0.674,-0.32599999999999996,26.438
POL,1985,0.669,-0.33099999999999996,26.42
POL,1986,0.673,-0.32699999999999996,26.401
POL,1987,0.673,-0.32699999999999996,26.373
POL,1988,0.673,-0.32699999999999996,26.356
POL,1989,0.792,-0.20799999999999996,26.287
POL,1990,0.885,-0.11499999999999999,26.259
POL,1991,0.873,-0.127,26.305
POL,1992,0.878,-0.122,26.424
POL,1993,0.9,-0.09999999999999998,26.639
POL,1994,0.9,-0.09999999999999998,26.817
POL,1995,0.901,-0.09899999999999998,26.894
POL,1996,0.901,-0.09899999999999998,26.989
POL,1997,0.901,-0.09899999999999998,27.087
POL,1998,0.901,-0.09899999999999998,27.161
POL,1999,0.9,-0.09999999999999998,27.281
POL,2000,0.9,-0.09999999999999998,27.364
POL,2001,0.915,-0.08499999999999996,27.555
POL,2002,0.915,-0.08499999999999996,27.713
POL,2003,0.915,-0.08499999999999996,27.845
POL,2004,0.915,-0.08499999999999996,28.026
POL,2005,0.915,-0.08499999999999996,28.169
POL,2006,0.916,-0.08399999999999996,28.284
POL,2007,0.915,-0.08499999999999996,28.384
POL,2008,0.914,-0.08599999999999997,28.444
POL,2009,0.915,-0.08499999999999996,28.574
POL,2010,0.914,-0.08599999999999997,28.734
POL,2011,0.92,-0.07999999999999996,28.85
POL,2012,0.923,-0.07699999999999996,28.911
POL,2013,0.924,-0.07599999999999996,28.957
POL,2014,0.93,-0.06999999999999995,29.099
POL,2015,0.931,-0.06899999999999995,29.196
POL,2016,0.895,-0.10499999999999998,29.303
POL,2017,0.859,-0.14100000000000001,29.436
POL,2018,0.857,-0.14300000000000002,29.506
POL,2019,0.861,-0.139,29.638
POL,2020,0.835,-0.16500000000000004,29.745
POL,2021,0.833,-0.16700000000000004,29.842
POL,2022,0.836,-0.16400000000000003,29.897
POL,2023,0.851,-0.14900000000000002,29.889
PRT,1950,0.186,-0.8140000000000001,30.22
PRT,1951,0.186,-0.8140000000000001,30.274
PRT,1952,0.186,-0.8140000000000001,30.243
PRT,1953,0.186,-0.8140000000000001,30.152
PRT,1954,0.186,-0.8140000000000001,30.127
PRT,1955,0.186,-0.8140000000000001,30.236
PRT,1956,0.186,-0.8140000000000001,30.102
PRT,1957,0.186,-0.8140000000000001,29.89
PRT,1958,0.186,-0.8140000000000001,29.833
PRT,1959,0.186,-0.8140000000000001,29.714
PRT,1960,0.186,-0.8140000000000001,29.672
PRT,1961,0.188,-0.812,29.682
PRT,1962,0.188,-0.812,29.621
PRT,1963,0.188,-0.812,29.656
PRT,1964,0.188,-0.812,29.6
PRT,1965,0.191,-0.8089999999999999,29.529
PRT,1966,0.191,-0.8089999999999999,29.463
PRT,1967,0.204,-0.796,29.355
PRT,1968,0.201,-0.7989999999999999,29.282
PRT,1969,0.221,-0.779,29.209
PRT,1970,0.221,-0.779,29.098
PRT,1971,0.221,-0.779,29.091
PRT,1972,0.221,-0.779,29.028
PRT,1973,0.245,-0.755,29.014
PRT,1974,0.664,-0.33599999999999997,28.796
PRT,1975,0.763,-0.237,28.321
PRT,1976,0.793,-0.20699999999999996,27.682
PRT,1977,0.848,-0.15200000000000002,27.465
PRT,1978,0.848,-0.15200000000000002,27.369
PRT,1979,0.856,-0.14400000000000002,27.306
PRT,1980,0.834,-0.16600000000000004,27.235
PRT,1981,0.834,-0.16600000000000004,27.242
PRT,1982,0.834,-0.16600000000000004,27.158
PRT,1983,0.839,-0.16100000000000003,27.108
PRT,1984,0.836,-0.16400000000000003,27.061
PRT,1985,0.833,-0.16700000000000004,27.123
PRT,1986,0.835,-0.16500000000000004,27.108
PRT,1987,0.84,-0.16000000000000003,27.188
PRT,1988,0.84,-0.16000000000000003,27.197
PRT,1989,0.84,-0.16000000000000003,27.255
PRT,1990,0.842,-0.15800000000000003,27.35
PRT,1991,0.848,-0.15200000000000002,27.483
PRT,1992,0.852,-0.14800000000000002,27.606
PRT,1993,0.856,-0.14400000000000002,27.688
PRT,1994,0.855,-0.14500000000000002,27.831
PRT,1995,0.893,-0.10699999999999998,28.005
PRT,1996,0.897,-0.10299999999999998,28.125
PRT,1997,0.897,-0.10299999999999998,28.238
PRT,1998,0.899,-0.10099999999999998,28.395
PRT,1999,0.914,-0.08599999999999997,28.494
PRT,2000,0.914,-0.08599999999999997,28.566
PRT,2001,0.913,-0.08699999999999997,28.71
PRT,2002,0.916,-0.08399999999999996,28.826
PRT,2003,0.917,-0.08299999999999996,28.993
PRT,2004,0.917,-0.08299999999999996,29.115
PRT,2005,0.916,-0.08399999999999996,29.227
PRT,2006,0.916,-0.08399999999999996,29.373
PRT,2007,0.924,-0.07599999999999996,29.445
PRT,2008,0.925,-0.07499999999999996,29.56
PRT,2009,0.925,-0.07499999999999996,29.642
PRT,2010,0.924,-0.07599999999999996,29.819
PRT,2011,0.918,-0.08199999999999996,30.052
PRT,2012,0.934,-0.06599999999999995,30.183
PRT,2013,0.914,-0.08599999999999997,30.393
PRT,2014,0.917,-0.08299999999999996,30.657
PRT,2015,0.929,-0.07099999999999995,30.884
PRT,2016,0.929,-0.07099999999999995,31.078
PRT,2017,0.923,-0.07699999999999996,31.188
PRT,2018,0.928,-0.07199999999999995,31.32
PRT,2019,0.931,-0.06899999999999995,31.414
PRT,2020,0.942,-0.05800000000000005,31.562
PRT,2021,0.929,-0.07099999999999995,31.729
PRT,2022,0.931,-0.06899999999999995,31.732
PRT,2023,0.896,-0.10399999999999998,31.727
QAT,1950,0.059,-0.9410000000000001,27.519
QAT,1951,0.059,-0.9410000000000001,27.542
QAT,1952,0.059,-0.9410000000000001,27.565
QAT,1953,0.059,-0.9410000000000001,27.587
QAT,1954,0.059,-0.9410000000000001,27.608
QAT,1955,0.059,-0.9410000000000001,27.628
QAT,1956,0.059,-0.9410000000000001,27.648
QAT,1957,0.059,-0.9410000000000001,27.668
QAT,1958,0.059,-0.9410000000000001,27.686
QAT,1959,0.059,-0.9410000000000001,27.704
QAT,1960,0.074,-0.926,27.721
QAT,1961,0.075,-0.925,27.737
QAT,1962,0.075,-0.925,27.753
QAT,1963,0.075,-0.925,27.776
QAT,1964,0.075,-0.925,27.798
QAT,1965,0.075,-0.925,27.821
QAT,1966,0.075,-0.925,27.841
QAT,1967,0.075,-0.925,27.875
QAT,1968,0.075,-0.925,27.907
QAT,1969,0.075,-0.925,27.946
QAT,1970,0.13,-0.87,27.986
QAT,2006,0.297,-0.7030000000000001,30.005
QAT,2007,0.317,-0.683,30.137
QAT,2008,0.317,-0.683,30.196
QAT,2009,0.317,-0.683,30.214
QAT,2010,0.321,-0.679,30.234
QAT,2011,0.319,-0.681,30.11
QAT,2012,0.321,-0.679,29.997
QAT,2013,0.291,-0.7090000000000001,29.994
QAT,2014,0.29,-0.71,30.149
QAT,2015,0.301,-0.6990000000000001,30.363
QAT,2016,0.298,-0.702,30.318
QAT,2017,0.348,-0.652,30.313
QAT,2018,0.351,-0.649,30.235
QAT,2019,0.348,-0.652,30.257
QAT,2020,0.339,-0.661,30.283
QAT,2021,0.283,-0.7170000000000001,30.488
QAT,2022,0.28,-0.72,30.36
QAT,2023,0.276,-0.724,30.396
ROU,1950,0.495,-0.505,27.792
ROU,1951,0.495,-0.505,27.783
ROU,1952,0.524,-0.476,27.753
ROU,1953,0.524,-0.476,27.742
ROU,1954,0.524,-0.476,27.731
ROU,1955,0.524,-0.476,27.725
ROU,1956,0.524,-0.476,27.629
ROU,1957,0.526,-0.474,27.297
ROU,1958,0.526,-0.474,26.992
ROU,1959,0.526,-0.474,26.724
ROU,1960,0.504,-0.496,26.549
ROU,1961,0.516,-0.484,26.243
ROU,1962,0.516,-0.484,26.134
ROU,1963,0.516,-0.484,26.046
ROU,1964,0.516,-0.484,26.143
ROU,1965,0.519,-0.481,26.07
ROU,1966,0.548,-0.45199999999999996,26.022
ROU,1967,0.548,-0.45199999999999996,26.751
ROU,1968,0.553,-0.44699999999999995,26.877
ROU,1969,0.553,-0.44699999999999995,26.77
ROU,1970,0.553,-0.44699999999999995,26.663
ROU,1971,0.553,-0.44699999999999995,26.517
ROU,1972,0.553,-0.44699999999999995,26.36
ROU,1973,0.553,-0.44699999999999995,26.185
ROU,1974,0.553,-0.44699999999999995,26.115
ROU,1975,0.555,-0.44499999999999995,25.993
ROU,1976,0.555,-0.44499999999999995,25.847
ROU,1977,0.555,-0.44499999999999995,25.734
ROU,1978,0.555,-0.44499999999999995,25.616
ROU,1979,0.555,-0.44499999999999995,25.65
ROU,1980,0.581,-0.41900000000000004,25.317
ROU,1981,0.581,-0.41900000000000004,25.227
ROU,1982,0.581,-0.41900000000000004,24.986
ROU,1983,0.581,-0.41900000000000004,24.88
ROU,1984,0.581,-0.41900000000000004,25.085
ROU,1985,0.582,-0.41800000000000004,25.263
ROU,1986,0.582,-0.41800000000000004,25.534
ROU,1987,0.582,-0.41800000000000004,25.769
ROU,1988,0.582,-0.41800000000000004,25.765
ROU,1989,0.582,-0.41800000000000004,25.9
ROU,1990,0.759,-0.241,25.449
ROU,1991,0.763,-0.237,24.992
ROU,1992,0.763,-0.237,24.855
ROU,1993,0.773,-0.22699999999999998,24.743
ROU,1994,0.773,-0.22699999999999998,24.872
ROU,1995,0.773,-0.22699999999999998,25.015
ROU,1996,0.795,-0.20499999999999996,25.156
ROU,1997,0.799,-0.20099999999999996,25.267
ROU,1998,0.799,-0.20099999999999996,25.413
ROU,1999,0.799,-0.20099999999999996,25.534
ROU,2000,0.821,-0.17900000000000005,25.701
ROU,2001,0.821,-0.17900000000000005,25.863
ROU,2002,0.821,-0.17900000000000005,26.052
ROU,2003,0.821,-0.17900000000000005,26.192
ROU,2004,0.824,-0.17600000000000005,26.427
ROU,2005,0.824,-0.17600000000000005,26.636
ROU,2006,0.823,-0.17700000000000005,26.767
ROU,2007,0.833,-0.16700000000000004,26.798
ROU,2008,0.833,-0.16700000000000004,26.785
ROU,2009,0.826,-0.17400000000000004,26.842
ROU,2010,0.834,-0.16600000000000004,26.994
ROU,2011,0.834,-0.16600000000000004,27.122
ROU,2012,0.846,-0.15400000000000003,27.212
ROU,2013,0.836,-0.16400000000000003,27.375
ROU,2014,0.838,-0.16200000000000003,27.497
ROU,2015,0.837,-0.16300000000000003,27.625
ROU,2016,0.874,-0.126,27.739
ROU,2017,0.855,-0.14500000000000002,27.858
ROU,2018,0.875,-0.125,27.944
ROU,2019,0.88,-0.12,28.036
ROU,2020,0.858,-0.14200000000000002,28.12
ROU,2021,0.861,-0.139,28.145
ROU,2022,0.86,-0.14,28.143
ROU,2023,0.866,-0.134,28.141
RUS,1950,0.347,-0.653,29.194
RUS,1951,0.347,-0.653,29.206
RUS,1952,0.347,-0.653,29.27
RUS,1953,0.358,-0.642,29.249
RUS,1954,0.426,-0.5740000000000001,29.284
RUS,1955,0.43,-0.5700000000000001,29.121
RUS,1956,0.445,-0.5549999999999999,28.999
RUS,1957,0.446,-0.554,28.775
RUS,1958,0.454,-0.546,28.393
RUS,1959,0.454,-0.546,28.184
RUS,1960,0.462,-0.538,28.055
RUS,1961,0.462,-0.538,27.886
RUS,1962,0.468,-0.532,27.831
RUS,1963,0.468,-0.532,27.735
RUS,1964,0.468,-0.532,27.648
RUS,1965,0.48,-0.52,27.561
RUS,1966,0.485,-0.515,27.473
RUS,1967,0.491,-0.509,27.336
RUS,1968,0.487,-0.513,27.266
RUS,1969,0.478,-0.522,27.08
RUS,1970,0.482,-0.518,26.906
RUS,1971,0.481,-0.519,26.799
RUS,1972,0.477,-0.523,26.719
RUS,1973,0.481,-0.519,26.625
RUS,1974,0.488,-0.512,26.462
RUS,1975,0.484,-0.516,26.323
RUS,1976,0.485,-0.515,26.202
RUS,1977,0.478,-0.522,26.115
RUS,1978,0.478,-0.522,25.955
RUS,1979,0.482,-0.518,25.766
RUS,1980,0.482,-0.518,25.625
RUS,1981,0.482,-0.518,25.692
RUS,1982,0.482,-0.518,25.806
RUS,1983,0.482,-0.518,25.895
RUS,1984,0.48,-0.52,25.8
RUS,1985,0.496,-0.504,25.791
RUS,1986,0.531,-0.469,25.986
RUS,1987,0.525,-0.475,26.031
RUS,1988,0.534,-0.46599999999999997,25.856
RUS,1989,0.497,-0.503,25.565
RUS,1990,0.512,-0.488,25.282
RUS,1991,0.499,-0.501,25.055
RUS,1992,0.688,-0.31200000000000006,24.882
RUS,1993,0.637,-0.363,24.703
RUS,1994,0.649,-0.351,24.665
RUS,1995,0.708,-0.29200000000000004,24.808
RUS,1996,0.711,-0.28900000000000003,25.038
RUS,1997,0.718,-0.28200000000000003,25.243
RUS,1998,0.718,-0.28200000000000003,25.425
RUS,1999,0.701,-0.29900000000000004,25.594
RUS,2000,0.661,-0.33899999999999997,25.765
RUS,2001,0.656,-0.344,25.938
RUS,2002,0.671,-0.32899999999999996,26.096
RUS,2003,0.673,-0.32699999999999996,26.25
RUS,2004,0.678,-0.32199999999999995,26.362
RUS,2005,0.66,-0.33999999999999997,26.492
RUS,2006,0.691,-0.30900000000000005,26.613
RUS,2007,0.688,-0.31200000000000006,26.894
RUS,2008,0.697,-0.30300000000000005,27.099
RUS,2009,0.695,-0.30500000000000005,27.289
RUS,2010,0.687,-0.31299999999999994,27.542
RUS,2011,0.688,-0.31200000000000006,27.633
RUS,2012,0.677,-0.32299999999999995,27.747
RUS,2013,0.69,-0.31000000000000005,27.885
RUS,2014,0.686,-0.31399999999999995,28.03
RUS,2015,0.686,-0.31399999999999995,28.198
RUS,2016,0.696,-0.30400000000000005,28.39
RUS,2017,0.69,-0.31000000000000005,28.511
RUS,2018,0.695,-0.30500000000000005,28.637
RUS,2019,0.69,-0.31000000000000005,28.725
RUS,2020,0.686,-0.31399999999999995,28.793
RUS,2021,0.688,-0.31200000000000006,28.884
RUS,2022,0.662,-0.33799999999999997,28.898
RUS,2023,0.572,-0.42800000000000005,28.9
RWA,1950,0.168,-0.832,30.316
RWA,1951,0.168,-0.832,30.332
RWA,1952,0.168,-0.832,30.348
RWA,1953,0.168,-0.832,30.366
RWA,1954,0.168,-0.832,30.385
RWA,1955,0.168,-0.832,30.404
RWA,1956,0.168,-0.832,30.416
RWA,1957,0.192,-0.808,30.419
RWA,1958,0.192,-0.808,30.423
RWA,1959,0.189,-0.8109999999999999,30.427
RWA,1960,0.285,-0.7150000000000001,30.432
RWA,1961,0.323,-0.677,30.439
RWA,1962,0.321,-0.679,30.478
RWA,1963,0.357,-0.643,30.518
RWA,1964,0.353,-0.647,30.558
RWA,1965,0.366,-0.634,30.594
RWA,1966,0.364,-0.636,30.642
RWA,1967,0.364,-0.636,30.68
RWA,1968,0.364,-0.636,30.723
RWA,1969,0.364,-0.636,30.766
RWA,1970,0.372,-0.628,30.812
RWA,1971,0.37,-0.63,30.869
RWA,1972,0.37,-0.63,30.936
RWA,1973,0.362,-0.638,30.978
RWA,1974,0.373,-0.627,31.042
RWA,1975,0.373,-0.627,31.107
RWA,1976,0.373,-0.627,31.151
RWA,1977,0.374,-0.626,31.225
RWA,1978,0.383,-0.617,31.287
RWA,1979,0.383,-0.617,31.233
RWA,1980,0.379,-0.621,31.256
RWA,1981,0.379,-0.621,31.3
RWA,1982,0.42,-0.5800000000000001,31.367
RWA,1983,0.462,-0.538,31.461
RWA,1984,0.465,-0.5349999999999999,31.511
RWA,1985,0.465,-0.5349999999999999,31.54
RWA,1986,0.465,-0.5349999999999999,31.548
RWA,1987,0.465,-0.5349999999999999,31.526
RWA,1988,0.491,-0.509,31.521
RWA,1989,0.49,-0.51,31.463
RWA,1990,0.516,-0.484,31.41
RWA,1991,0.528,-0.472,31.393
RWA,1992,0.534,-0.46599999999999997,31.399
RWA,1993,0.454,-0.546,31.292
RWA,1994,0.421,-0.579,31.19
RWA,1995,0.601,-0.399,31.081
RWA,1996,0.604,-0.396,31.005
RWA,1997,0.666,-0.33399999999999996,31.011
RWA,1998,0.681,-0.31899999999999995,31.015
RWA,1999,0.681,-0.31899999999999995,31.016
RWA,2000,0.789,-0.21099999999999997,31.048
RWA,2001,0.791,-0.20899999999999996,31.065
RWA,2002,0.791,-0.20899999999999996,31.088
RWA,2003,0.81,-0.18999999999999995,31.089
RWA,2004,0.813,-0.18700000000000006,31.096
RWA,2005,0.83,-0.17000000000000004,31.057
RWA,2006,0.84,-0.16000000000000003,31.02
RWA,2007,0.81,-0.18999999999999995,30.952
RWA,2008,0.81,-0.18999999999999995,30.803
RWA,2009,0.81,-0.18999999999999995,30.673
RWA,2010,0.84,-0.16000000000000003,30.519
RWA,2011,0.846,-0.15400000000000003,30.428
RWA,2012,0.849,-0.15100000000000002,30.373
RWA,2013,0.853,-0.14700000000000002,30.338
RWA,2014,0.844,-0.15600000000000003,30.402
RWA,2015,0.844,-0.15600000000000003,30.473
RWA,2016,0.828,-0.17200000000000004,30.549
RWA,2017,0.811,-0.18899999999999995,30.617
RWA,2018,0.819,-0.18100000000000005,30.667
RWA,2019,0.783,-0.21699999999999997,30.639
RWA,2020,0.775,-0.22499999999999998,30.628
RWA,2021,0.754,-0.246,30.62
RWA,2022,0.742,-0.258,30.598
RWA,2023,0.62,-0.38,30.59
STP,1950,0.25,-0.75,29.243
STP,1951,0.25,-0.75,29.243
STP,1952,0.25,-0.75,29.243
STP,1953,0.248,-0.752,29.243
STP,1954,0.252,-0.748,29.243
STP,1955,0.253,-0.747,29.243
STP,1956,0.253,-0.747,29.243
STP,1957,0.253,-0.747,29.243
STP,1958,0.253,-0.747,29.243
STP,1959,0.253,-0.747,29.243
STP,1960,0.257,-0.743,29.243
STP,1961,0.274,-0.726,29.243
STP,1962,0.274,-0.726,29.244
STP,1963,0.274,-0.726,29.244
STP,1964,0.29,-0.71,29.244
STP,1965,0.29,-0.71,29.244
STP,1966,0.29,-0.71,29.244
STP,1967,0.29,-0.71,29.244
STP,1968,0.29,-0.71,29.244
STP,1969,0.29,-0.71,29.245
STP,1970,0.29,-0.71,29.245
STP,1971,0.29,-0.71,29.245
