code,entity,year_start,year_end,n_years,S_now,S_range,log_R2,log_floor,log_ceil,log_k,log_tmid,ric_R2,ric_floor,ric_ceil,ric_k,ric_tmid,ric_v,dR2,status
TJK,Tajikistan,1868,2025,146,-0.569,0.3669999999999999,0.8648800458396766,-0.7607304352651428,-0.5431693460592493,0.2737965575032442,1949.2448269872086,0.879255215572746,-0.791765300438303,-0.5435138124088479,0.4293796522021163,1954.57097068157,10.673385710483714,0.014375169733069404,ok
TKM,Turkmenistan,1896,2025,118,-0.563,0.31800000000000006,0.5887295590628724,-0.7420789901195701,-0.585445950380372,0.38181271405610906,1948.09821878309,0.5929374694727394,-0.7517116687552443,-0.5852411254951634,0.6641554566850627,1951.84531475351,8.149773518987327,0.004207910409867011,ok
TLS,East Timor,1900,2025,124,-0.23199999999999998,0.7060000000000001,0.9678538257162398,-0.8891935607309314,-0.24500356526586423,0.6314650307354235,1999.7276478138685,0.9740876230486152,-0.9033034666076111,-0.2452977181367626,0.9225631288043629,2001.944650582224,5.811201426616437,0.00623379733237539,ok
TTO,Trinidad and Tobago,1900,2025,110,-0.126,0.752,0.9875929302624193,-0.9198538637258716,-9.528086680845188e-22,0.03960456776196411,1962.6361707954552,0.9914276365819967,-1.3296731432228697,-0.10584522394271975,0.19701297251917319,1984.0408588686807,19.99999999998348,0.0038347063195773856,ok
TUN,Tunisia,1789,2025,237,-0.235,0.811,0.9679294483220684,-0.9178744610526777,-0.1745115066102095,0.06474103839153458,1975.2360480501866,0.973068547045875,-0.9118939055316836,-0.12331766081188962,0.04122480387742474,1967.6020455689923,0.0050000000000005205,0.005139098723806579,ok
TUR,Turkey,1789,2025,235,-0.44199999999999995,0.597,0.9724279267100305,-0.9425383527313226,-0.42982947916517433,0.052178930780399625,1930.9089676674423,0.9743219713400454,-0.9311226899283768,-0.4125651494348228,0.03671347912455043,1922.0772932435832,0.005000000000010387,0.0018940446300148572,ok
TWN,Taiwan,1789,2025,232,-0.09699999999999998,0.805,0.9874804644929424,-0.8971188087886361,-9.945736618315875e-18,0.052424387680010634,1979.3087103909445,0.9914027811469819,-0.9477811001270211,-0.10437575825077995,0.30218660872999,1994.7627642114282,12.029434381830749,0.003922316654039526,ok
TZA,Tanzania,1915,2025,73,-0.16600000000000004,0.6749999999999999,0.9865531187451129,-1.0573916074381975,-0.08644569208387491,0.035453145149074515,1952.694184004583,0.9869672463390903,-0.8859482553102331,-0.0734999952128301,0.03049267740257839,1951.6563105648581,0.005000000000004727,0.00041412759397740917,ok
UGA,Uganda,1900,2025,126,-0.364,0.6359999999999999,0.9451509700728203,-0.7996221291712773,-0.1904902727792582,0.11351418331071761,1983.6840719982538,0.9636294174700957,-0.8376859837311105,-0.21821967599739947,0.5772001711228691,1992.8829815038484,11.484432126615447,0.018478447397275333,ok
UKR,Ukraine,1946,2025,80,-0.11199999999999999,0.5569999999999999,0.9460241863267871,-0.57976732849792,-0.1369267514578155,0.1484251648799081,1991.0475016756436,0.9500560451258585,-0.620901860750495,-0.14871263506353768,0.2584518809011562,1995.0377425892666,4.197965757603106,0.004031858799071419,ok
URY,Uruguay,1825,2025,131,-0.125,0.794,0.8181635107308168,-0.9070689117114633,-2.408618124078292e-13,0.022960028387833616,1950.158473816807,0.8355442431521457,-1.2714900639512947,-0.02745410379075207,0.1130033595496662,2001.3617731713412,19.999999999996806,0.01738073242132887,ok
USA,United States,1900,2025,126,-0.17100000000000004,0.6080000000000001,0.9862595520361013,-0.677280452124788,-0.07450158278378384,0.07320931774340042,1967.8565284212743,0.9928296916429614,-0.7427034201679508,-0.10724772221417397,0.22513060058280013,1978.7674462741638,7.46666086911403,0.006570139606860148,ok
UZB,Uzbekistan,1789,2025,225,-0.357,0.5820000000000001,0.949545964655471,-0.9422012917017994,-0.5029596910478569,0.08138972414011536,1935.5513451972026,0.9534254893627482,-0.9390729200192646,-0.49392485442867634,0.05521979690192196,1927.7495630810638,0.005000000000000003,0.003879524707277149,ok
VAT,Vatican,1789,1870,75,-0.933,0.0050000000000000044,,,,,,,,,,,,,flat
VEN,Venezuela,1789,2025,157,-0.252,0.759,0.9568056357168879,-0.8625290111753795,-0.1779218956510635,0.07194924002491078,1954.8410693770875,0.9649568259358388,-0.8866967201412288,-0.2068324697206681,0.19060505138735134,1964.9717923474682,5.38069430712,0.008151190218950832,ok
VNM,Vietnam,1976,2025,50,-0.19199999999999995,0.268,0.9601823091599587,-0.4672667994377669,-0.2633890948005515,0.1940336230410671,1995.819507470316,0.9627649007302679,-0.4577835832615633,-0.25904417169246374,0.1394850709565611,1993.4846317058154,0.005000000000001161,0.002582591570309156,ok
VUT,Vanuatu,1906,2025,120,-0.28500000000000003,0.22899999999999998,0.9808895727751403,-0.5098471262216837,-0.33375407444780675,1.9999999999998426,1979.799158630006,0.9814460705553217,-0.5096525716186309,-0.33379709614158476,1.730772306844471,1979.5329168072242,0.005000000000000007,0.0005564977801814086,ok
YEM,Yemen,1789,2025,162,-0.839,0.22999999999999987,0.8731005012896715,-0.9464732634637545,-0.777345456901413,0.04303002986672797,1904.8477893000086,0.8795012673707234,-0.9809971097022496,-0.7787645295243972,0.29878764287101583,1931.9550575425442,19.999999963349048,0.00640076608105189,ok
ZAF,South Africa,1900,2025,123,-0.17000000000000004,0.769,0.9849896392712119,-0.8180910580344616,-0.13186468376116645,1.9999999999999998,1993.4255979482195,0.9862115356417804,-0.817215847523605,-0.13197828398235228,1.9999999999999998,1993.2460465978536,0.005000000003536561,0.001221896370568576,ok
ZMB,Zambia,1911,2025,115,-0.20899999999999996,0.677,0.9701257381213008,-0.8835012785362123,-0.24353250555389994,0.08614496602835629,1975.2722981923528,0.975783022410916,-0.8644286717375731,-0.22188361180249194,0.060729962349182924,1969.8724041277253,0.0050000000000000044,0.005657284289615205,ok
ZWE,Zimbabwe,1900,2025,126,-0.273,0.7050000000000001,0.9831442971138492,-0.893385802765858,-0.29009846846289034,1.9999999999999971,1979.8029924849043,0.9842830666710615,-0.8927427143710659,-0.29080727024776565,1.9999999999999998,1979.5390632592278,0.005000000000125833,0.0011387695572122603,ok
